,Prices_DE_Intraday_Continuous_HourlyProducts_ID1,Prices_DE_Intraday_Continuous_HourlyProducts_ID3,Prices_DE_Intraday_Continuous_HourlyProducts_VolumeSell,Prices_DE_Intraday_Continuous_HourlyProducts_VolumeBuy,Prices_DE_Intraday_Continuous_QuarterHourlyProducts_ID1,Prices_DE_Intraday_Continuous_QuarterHourlyProducts_ID3,Prices_DE_Intraday_Continuous_QuarterHourlyProducts_VolumeSell,Prices_DE_Intraday_Continuous_QuarterHourlyProducts_VolumeBuy,Prices_DE_Intraday_Auction_VolumeCleared,Prices_DE_Intraday_Auction_Price,Weekday,Week,DayOfYear,Hour,QuarterHour
2022-01-01 00:00:00,31.02,44.84,3706.5,3533.5,83.69,92.54,1286.4,904.0,227.35,100.06,5,52,1,1,1
2022-01-01 00:15:00,31.02,44.84,3706.5,3533.5,29.9,37.61,836.4,821.2,128.15,67.64,5,52,1,1,2
2022-01-01 00:30:00,31.02,44.84,3706.5,3533.5,19.09,24.36,1038.0,1140.0,125.55,51.35,5,52,1,1,3
2022-01-01 00:45:00,31.02,44.84,3706.5,3533.5,23.83,12.66,1343.2,1627.6,207.625,41.36,5,52,1,1,4
2022-01-01 01:00:00,50.76,35.39,4051.4,3535.2,65.4,45.86,956.4,984.0,227.65,76.13,5,52,1,2,1
2022-01-01 01:15:00,50.76,35.39,4051.4,3535.2,81.51,62.5,974.0,962.8,144.575,69.98,5,52,1,2,2
2022-01-01 01:30:00,50.76,35.39,4051.4,3535.2,57.01,38.17,1010.8,1202.4,140.375,50.39,5,52,1,2,3
2022-01-01 01:45:00,50.76,35.39,4051.4,3535.2,57.74,38.27,1137.2,1415.6,201.825,38.14,5,52,1,2,4
2022-01-01 02:00:00,55.34,41.65,3723.0,3960.1,71.62,58.56,1081.6,935.6,187.625,69.22,5,52,1,3,1
2022-01-01 02:15:00,55.34,41.65,3723.0,3960.1,42.53,42.62,1060.8,1087.2,116.425,55.67,5,52,1,3,2
2022-01-01 02:30:00,55.34,41.65,3723.0,3960.1,54.92,41.08,1094.8,1262.0,108.25,50.59,5,52,1,3,3
2022-01-01 02:45:00,55.34,41.65,3723.0,3960.1,56.79,39.05,1360.0,1643.2,141.925,50.96,5,52,1,3,4
2022-01-01 03:00:00,54.36,42.2,4429.5,4459.5,76.46,65.68,1201.6,845.2,133.325,45.97,5,52,1,4,1
2022-01-01 03:15:00,54.36,42.2,4429.5,4459.5,54.2,42.66,1048.0,1058.0,96.6,48.68,5,52,1,4,2
2022-01-01 03:30:00,54.36,42.2,4429.5,4459.5,60.84,49.5,1054.4,1158.4,79.0,56.47,5,52,1,4,3
